airline_iata,airline_name,callsign,airline_country,src_iata,src_airport,src_city,src_country,src_lat,src_lon,src_continent,src_airport_type,src_elevation,dst_iata,dst_airport,dst_city,dst_country,dst_lat,dst_lon,dst_continent,dst_airport_type,dst_elevation,stops,equipment,distance_km
AA,American Airlines,AMERICAN,United States,MAN,Manchester Airport,"Manchester, Greater Manchester",GB,53.349375,-2.279521,Europe,large_airport,78.3336,JFK,John F. Kennedy International Airport,New York,US,40.639447,-73.779317,North America,large_airport,3.9624,0,757,5362
AA,American Airlines,AMERICAN,United States,MAN,Manchester Airport,"Manchester, Greater Manchester",GB,53.349375,-2.279521,Europe,large_airport,78.3336,LHR,London Heathrow Airport,London,GB,51.470748,-0.459909,Europe,large_airport,25.2984,0,319 320 321,243
AA,American Airlines,AMERICAN,United States,MAN,Manchester Airport,"Manchester, Greater Manchester",GB,53.349375,-2.279521,Europe,large_airport,78.3336,ORD,Chicago O'Hare International Airport,Chicago,US,41.9786,-87.9048,North America,large_airport,207.264,0,763,6140
AA,American Airlines,AMERICAN,United States,MAN,Manchester Airport,"Manchester, Greater Manchester",GB,53.349375,-2.279521,Europe,large_airport,78.3336,PHL,Philadelphia International Airport,Philadelphia,US,39.871899,-75.241096,North America,large_airport,10.972800000000001,0,332,5512
AA,American Airlines,AMERICAN,United States,MAO,Eduardo Gomes International Airport,Manaus,BR,-3.03861,-60.049702,South America,large_airport,80.4672,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,0,738 763,3877
AA,American Airlines,AMERICAN,United States,MAR,La Chinita International Airport,Maracaibo,VE,10.557542,-71.729307,South America,large_airport,72.8472,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,0,757,1919
AA,American Airlines,AMERICAN,United States,MBJ,Sangster International Airport,Montego Bay,JM,18.50342,-77.91323,North America,large_airport,1.2192,CLT,Charlotte Douglas International Airport,Charlotte,US,35.2140007,-80.94309998,North America,large_airport,227.99040000000002,0,319 321 320,1882
AA,American Airlines,AMERICAN,United States,MBJ,Sangster International Airport,Montego Bay,JM,18.50342,-77.91323,North America,large_airport,1.2192,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,US,32.896801,-97.038002,North America,large_airport,185.0136,0,738,2489
AA,American Airlines,AMERICAN,United States,MBJ,Sangster International Airport,Montego Bay,JM,18.50342,-77.91323,North America,large_airport,1.2192,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,0,738 757,847
AA,American Airlines,AMERICAN,United States,MBJ,Sangster International Airport,Montego Bay,JM,18.50342,-77.91323,North America,large_airport,1.2192,ORD,Chicago O'Hare International Airport,Chicago,US,41.9786,-87.9048,North America,large_airport,207.264,0,738,2776
AA,American Airlines,AMERICAN,United States,MBJ,Sangster International Airport,Montego Bay,JM,18.50342,-77.91323,North America,large_airport,1.2192,PHL,Philadelphia International Airport,Philadelphia,US,39.871899,-75.241096,North America,large_airport,10.972800000000001,0,320 319 321,2390
AA,American Airlines,AMERICAN,United States,MCI,Kansas City International Airport,Kansas City,US,39.301699,-94.713893,North America,large_airport,312.7248,CLT,Charlotte Douglas International Airport,Charlotte,US,35.2140007,-80.94309998,North America,large_airport,227.99040000000002,0,319,1299
AA,American Airlines,AMERICAN,United States,MCI,Kansas City International Airport,Kansas City,US,39.301699,-94.713893,North America,large_airport,312.7248,DCA,Ronald Reagan Washington National Airport,Washington,US,38.8521,-77.037697,North America,large_airport,4.572,0,E75 E70,1524
AA,American Airlines,AMERICAN,United States,MCI,Kansas City International Airport,Kansas City,US,39.301699,-94.713893,North America,large_airport,312.7248,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,US,32.896801,-97.038002,North America,large_airport,185.0136,0,M83 M80,742
AA,American Airlines,AMERICAN,United States,MCI,Kansas City International Airport,Kansas City,US,39.301699,-94.713893,North America,large_airport,312.7248,ORD,Chicago O'Hare International Airport,Chicago,US,41.9786,-87.9048,North America,large_airport,207.264,0,E75 ER4 CR7 ERD,647
AA,American Airlines,AMERICAN,United States,MCI,Kansas City International Airport,Kansas City,US,39.301699,-94.713893,North America,large_airport,312.7248,PHL,Philadelphia International Airport,Philadelphia,US,39.871899,-75.241096,North America,large_airport,10.972800000000001,0,E75 E70 CRJ,1667
AA,American Airlines,AMERICAN,United States,MCI,Kansas City International Airport,Kansas City,US,39.301699,-94.713893,North America,large_airport,312.7248,PHX,Phoenix Sky Harbor International Airport,Phoenix,US,33.435302,-112.005905,North America,large_airport,345.94800000000004,0,319,1677
AA,American Airlines,AMERICAN,United States,MCI,Kansas City International Airport,Kansas City,US,39.301699,-94.713893,North America,large_airport,312.7248,SEA,Seattle–Tacoma International Airport,Seattle,US,47.447943,-122.310276,North America,large_airport,131.9784,0,737,2391
AA,American Airlines,AMERICAN,United States,MCO,Orlando International Airport,Orlando,US,28.429399490356445,-81.30899811,North America,large_airport,29.260800000000003,CLT,Charlotte Douglas International Airport,Charlotte,US,35.2140007,-80.94309998,North America,large_airport,227.99040000000002,0,321 757 767 319,755
AA,American Airlines,AMERICAN,United States,MCO,Orlando International Airport,Orlando,US,28.429399490356445,-81.30899811,North America,large_airport,29.260800000000003,DCA,Ronald Reagan Washington National Airport,Washington,US,38.8521,-77.037697,North America,large_airport,4.572,0,319 320,1224
AA,American Airlines,AMERICAN,United States,MCO,Orlando International Airport,Orlando,US,28.429399490356445,-81.30899811,North America,large_airport,29.260800000000003,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,US,32.896801,-97.038002,North America,large_airport,185.0136,0,738 M83 M80 757,1582
AA,American Airlines,AMERICAN,United States,MCO,Orlando International Airport,Orlando,US,28.429399490356445,-81.30899811,North America,large_airport,29.260800000000003,GRU,São Paulo/Guarulhos–Governor André Franco Montoro International Airport,São Paulo,BR,-23.431274,-46.469954,South America,large_airport,750.1128,0,320,6869
AA,American Airlines,AMERICAN,United States,MCO,Orlando International Airport,Orlando,US,28.429399490356445,-81.30899811,North America,large_airport,29.260800000000003,JFK,John F. Kennedy International Airport,New York,US,40.639447,-73.779317,North America,large_airport,3.9624,0,763 757,1521
AA,American Airlines,AMERICAN,United States,MCO,Orlando International Airport,Orlando,US,28.429399490356445,-81.30899811,North America,large_airport,29.260800000000003,LAX,Los Angeles International Airport,Los Angeles,US,33.942501,-118.407997,North America,large_airport,38.1,0,757 738,3562
AA,American Airlines,AMERICAN,United States,MCO,Orlando International Airport,Orlando,US,28.429399490356445,-81.30899811,North America,large_airport,29.260800000000003,LGW,London Gatwick Airport,London,GB,51.148744,-0.185739,Europe,large_airport,61.5696,0,777,6992
AA,American Airlines,AMERICAN,United States,MCO,Orlando International Airport,Orlando,US,28.429399490356445,-81.30899811,North America,large_airport,29.260800000000003,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,0,757 738,310
AA,American Airlines,AMERICAN,United States,MCO,Orlando International Airport,Orlando,US,28.429399490356445,-81.30899811,North America,large_airport,29.260800000000003,ORD,Chicago O'Hare International Airport,Chicago,US,41.9786,-87.9048,North America,large_airport,207.264,0,738 M83 M80,1620
AA,American Airlines,AMERICAN,United States,MCO,Orlando International Airport,Orlando,US,28.429399490356445,-81.30899811,North America,large_airport,29.260800000000003,PHL,Philadelphia International Airport,Philadelphia,US,39.871899,-75.241096,North America,large_airport,10.972800000000001,0,321 767 757 320 332,1389
AA,American Airlines,AMERICAN,United States,MCO,Orlando International Airport,Orlando,US,28.429399490356445,-81.30899811,North America,large_airport,29.260800000000003,PHX,Phoenix Sky Harbor International Airport,Phoenix,US,33.435302,-112.005905,North America,large_airport,345.94800000000004,0,321 320,2969
AA,American Airlines,AMERICAN,United States,MCO,Orlando International Airport,Orlando,US,28.429399490356445,-81.30899811,North America,large_airport,29.260800000000003,SAN,San Diego International Airport,San Diego,US,32.733601,-117.190002,North America,large_airport,5.1816,0,737,3452
AA,American Airlines,AMERICAN,United States,MCO,Orlando International Airport,Orlando,US,28.429399490356445,-81.30899811,North America,large_airport,29.260800000000003,SEA,Seattle–Tacoma International Airport,Seattle,US,47.447943,-122.310276,North America,large_airport,131.9784,0,737,4105
AA,American Airlines,AMERICAN,United States,MCO,Orlando International Airport,Orlando,US,28.429399490356445,-81.30899811,North America,large_airport,29.260800000000003,YYZ,Toronto Pearson International Airport,Toronto,CA,43.675935,-79.629421,North America,large_airport,173.43120000000002,0,737,1702
AA,American Airlines,AMERICAN,United States,MCT,Muscat International Airport,Muscat/Seeb,OM,23.600218,58.285268,Asia,large_airport,14.630400000000002,AUH,Zayed International Airport,Abu Dhabi,AE,24.440966,54.649237,Asia,large_airport,26.822400000000002,0,777,381
AA,American Airlines,AMERICAN,United States,MDE,Jose Maria Córdova International Airport,Medellín,CO,6.16454,-75.4231,South America,large_airport,2119.884,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,0,738,2243
AA,American Airlines,AMERICAN,United States,MDT,Harrisburg International Airport,Harrisburg,US,40.192838,-76.762333,North America,medium_airport,94.488,BOS,Boston Logan International Airport,Boston,US,42.36197,-71.0079,North America,large_airport,6.096,0,DH3,538
AA,American Airlines,AMERICAN,United States,MDT,Harrisburg International Airport,Harrisburg,US,40.192838,-76.762333,North America,medium_airport,94.488,CLT,Charlotte Douglas International Airport,Charlotte,US,35.2140007,-80.94309998,North America,large_airport,227.99040000000002,0,319 CR7 CRJ,664
AA,American Airlines,AMERICAN,United States,MDT,Harrisburg International Airport,Harrisburg,US,40.192838,-76.762333,North America,medium_airport,94.488,ORD,Chicago O'Hare International Airport,Chicago,US,41.9786,-87.9048,North America,large_airport,207.264,0,CR7 ERD,954
AA,American Airlines,AMERICAN,United States,MDT,Harrisburg International Airport,Harrisburg,US,40.192838,-76.762333,North America,medium_airport,94.488,PHL,Philadelphia International Airport,Philadelphia,US,39.871899,-75.241096,North America,large_airport,10.972800000000001,0,DH3,134
AA,American Airlines,AMERICAN,United States,MEL,Melbourne Airport,Melbourne,AU,-37.670732,144.837898,Oceania,large_airport,132.2832,ADL,Adelaide International Airport,Adelaide,AU,-34.947512,138.533393,Oceania,large_airport,6.096,0,737,641
AA,American Airlines,AMERICAN,United States,MEL,Melbourne Airport,Melbourne,AU,-37.670732,144.837898,Oceania,large_airport,132.2832,BNE,Brisbane International Airport,Brisbane,AU,-27.38419914,153.11700439453125,Oceania,large_airport,3.9624,0,737,1381
AA,American Airlines,AMERICAN,United States,MEL,Melbourne Airport,Melbourne,AU,-37.670732,144.837898,Oceania,large_airport,132.2832,CBR,Canberra Airport,Canberra,AU,-35.3069,149.195007,Oceania,medium_airport,574.8528,0,737,470
AA,American Airlines,AMERICAN,United States,MEL,Melbourne Airport,Melbourne,AU,-37.670732,144.837898,Oceania,large_airport,132.2832,LAX,Los Angeles International Airport,Los Angeles,US,33.942501,-118.407997,North America,large_airport,38.1,0,380,12758
AA,American Airlines,AMERICAN,United States,MEL,Melbourne Airport,Melbourne,AU,-37.670732,144.837898,Oceania,large_airport,132.2832,PER,Perth International Airport,Perth,AU,-31.94029999,115.96700286865234,Oceania,large_airport,20.4216,0,330 737,2700
AA,American Airlines,AMERICAN,United States,MEL,Melbourne Airport,Melbourne,AU,-37.670732,144.837898,Oceania,large_airport,132.2832,SYD,Sydney Kingsford Smith International Airport,Sydney (Mascot),AU,-33.946098,151.177002,Oceania,large_airport,6.4008,0,737 763,706
AA,American Airlines,AMERICAN,United States,MEM,Memphis International Airport,Memphis,US,35.043845,-89.97634,North America,large_airport,103.9368,CLT,Charlotte Douglas International Airport,Charlotte,US,35.2140007,-80.94309998,North America,large_airport,227.99040000000002,0,319 CR7,821
AA,American Airlines,AMERICAN,United States,MEM,Memphis International Airport,Memphis,US,35.043845,-89.97634,North America,large_airport,103.9368,DCA,Ronald Reagan Washington National Airport,Washington,US,38.8521,-77.037697,North America,large_airport,4.572,0,CRJ,1224
AA,American Airlines,AMERICAN,United States,MEM,Memphis International Airport,Memphis,US,35.043845,-89.97634,North America,large_airport,103.9368,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,US,32.896801,-97.038002,North America,large_airport,185.0136,0,319,693
AA,American Airlines,AMERICAN,United States,MEM,Memphis International Airport,Memphis,US,35.043845,-89.97634,North America,large_airport,103.9368,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,0,ER4,1384
AA,American Airlines,AMERICAN,United States,MEM,Memphis International Airport,Memphis,US,35.043845,-89.97634,North America,large_airport,103.9368,ORD,Chicago O'Hare International Airport,Chicago,US,41.9786,-87.9048,North America,large_airport,207.264,0,CR7 ER4 ERD,792
AA,American Airlines,AMERICAN,United States,MEX,Mexico City Benito Juárez International Airport,Mexico City,MX,19.435822,-99.07033,North America,large_airport,2229.9168,CLT,Charlotte Douglas International Airport,Charlotte,US,35.2140007,-80.94309998,North America,large_airport,227.99040000000002,0,319,2498
AA,American Airlines,AMERICAN,United States,MEX,Mexico City Benito Juárez International Airport,Mexico City,MX,19.435822,-99.07033,North America,large_airport,2229.9168,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,US,32.896801,-97.038002,North America,large_airport,185.0136,0,M80 M83,1510
AA,American Airlines,AMERICAN,United States,MEX,Mexico City Benito Juárez International Airport,Mexico City,MX,19.435822,-99.07033,North America,large_airport,2229.9168,LAX,Los Angeles International Airport,Los Angeles,US,33.942501,-118.407997,North America,large_airport,38.1,0,737,2500
AA,American Airlines,AMERICAN,United States,MEX,Mexico City Benito Juárez International Airport,Mexico City,MX,19.435822,-99.07033,North America,large_airport,2229.9168,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,0,738,2051
AA,American Airlines,AMERICAN,United States,MEX,Mexico City Benito Juárez International Airport,Mexico City,MX,19.435822,-99.07033,North America,large_airport,2229.9168,ORD,Chicago O'Hare International Airport,Chicago,US,41.9786,-87.9048,North America,large_airport,207.264,0,738,2719
AA,American Airlines,AMERICAN,United States,MEX,Mexico City Benito Juárez International Airport,Mexico City,MX,19.435822,-99.07033,North America,large_airport,2229.9168,PHX,Phoenix Sky Harbor International Airport,Phoenix,US,33.435302,-112.005905,North America,large_airport,345.94800000000004,0,319,2016
AA,American Airlines,AMERICAN,United States,MFE,McAllen Miller International Airport,McAllen,US,26.176141,-98.237965,North America,medium_airport,32.6136,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,US,32.896801,-97.038002,North America,large_airport,185.0136,0,M83 M80 319,756
AA,American Airlines,AMERICAN,United States,MFR,Rogue Valley International-Medford Airport,Medford,US,42.374199,-122.873001,North America,medium_airport,406.908,LAX,Los Angeles International Airport,Los Angeles,US,33.942501,-118.407997,North America,large_airport,38.1,0,DH4,1015
AA,American Airlines,AMERICAN,United States,MGA,Augusto C. Sandino (Managua) International Airport,Managua,NI,12.1415,-86.168198,North America,large_airport,59.1312,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,0,738,1639
AA,American Airlines,AMERICAN,United States,MGM,Montgomery Regional (Dannelly Field) Airport,Montgomery,US,32.300598,-86.393997,North America,medium_airport,67.3608,CLT,Charlotte Douglas International Airport,Charlotte,US,35.2140007,-80.94309998,North America,large_airport,227.99040000000002,0,CRJ,599
AA,American Airlines,AMERICAN,United States,MGM,Montgomery Regional (Dannelly Field) Airport,Montgomery,US,32.300598,-86.393997,North America,medium_airport,67.3608,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,US,32.896801,-97.038002,North America,large_airport,185.0136,0,ERD ER4,999
AA,American Airlines,AMERICAN,United States,MHH,Leonard M. Thompson International Airport,Marsh Harbour,BS,26.510711,-77.084262,North America,medium_airport,1.8288000000000002,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,0,ERD,330
AA,American Airlines,AMERICAN,United States,MHK,Manhattan Regional Airport,Manhattan,US,39.14099884033203,-96.67079926,North America,medium_airport,322.1736,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,US,32.896801,-97.038002,North America,large_airport,185.0136,0,ERD ER4,695
AA,American Airlines,AMERICAN,United States,MHK,Manhattan Regional Airport,Manhattan,US,39.14099884033203,-96.67079926,North America,medium_airport,322.1736,ORD,Chicago O'Hare International Airport,Chicago,US,41.9786,-87.9048,North America,large_airport,207.264,0,ERD ER4,804
AA,American Airlines,AMERICAN,United States,MHT,Manchester-Boston Regional Airport,Manchester,US,42.932598,-71.435699,North America,medium_airport,81.0768,CLT,Charlotte Douglas International Airport,Charlotte,US,35.2140007,-80.94309998,North America,large_airport,227.99040000000002,0,CR9,1186
AA,American Airlines,AMERICAN,United States,MHT,Manchester-Boston Regional Airport,Manchester,US,42.932598,-71.435699,North America,medium_airport,81.0768,DCA,Ronald Reagan Washington National Airport,Washington,US,38.8521,-77.037697,North America,large_airport,4.572,0,CRJ,654
AA,American Airlines,AMERICAN,United States,MHT,Manchester-Boston Regional Airport,Manchester,US,42.932598,-71.435699,North America,medium_airport,81.0768,PHL,Philadelphia International Airport,Philadelphia,US,39.871899,-75.241096,North America,large_airport,10.972800000000001,0,E70 E75 CRJ,465
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,ANU,V. C. Bird International Airport,Osbourn,AG,17.1367,-61.792702,North America,large_airport,18.8976,0,738,2139
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,ASU,Silvio Pettirossi International Airport,Asunción,PY,-25.240156,-57.519227,South America,large_airport,89.00160000000001,0,757,6179
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,US,33.6367,-84.428101,North America,large_airport,312.7248,0,738,959
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,AUA,Queen Beatrix International Airport,Oranjestad,AW,12.501056,-70.014281,North America,large_airport,18.288,0,738,1828
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,BCN,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Europe,large_airport,3.6576000000000004,0,763,7545
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,BDA,L.F. Wade International Airport,Hamilton,BM,32.363802,-64.67824,North America,large_airport,3.6576000000000004,0,738,1681
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,BDL,Bradley International Airport,Hartford,US,41.938555,-72.688016,North America,large_airport,52.7304,0,738,1925
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,BGI,Grantley Adams International Airport,Bridgetown,BB,13.074667,-59.491034,North America,large_airport,51.5112,0,757,2593
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,BHM,Birmingham-Shuttlesworth International Airport,Birmingham,US,33.562877,-86.750712,North America,large_airport,198.12,0,ER4,1065
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,BNA,Nashville International Airport,Nashville,US,36.1245,-86.6782,North America,large_airport,182.5752,0,738,1299
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,BOG,El Dorado International Airport,Bogota,CO,4.70159,-74.1469,South America,large_airport,2548.4328,0,763 757,2435
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,BOS,Boston Logan International Airport,Boston,US,42.36197,-71.0079,North America,large_airport,6.096,0,757 738,2028
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,BSB,Presidente Juscelino Kubitschek International Airport,Brasília,BR,-15.869167,-47.920834,South America,large_airport,1065.8856,0,763 757,5808
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,US,39.1754,-76.668297,North America,large_airport,44.500800000000005,0,738,1526
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,BZE,Philip S. W. Goldson International Airport,Belize City,BZ,17.539951,-88.303556,North America,large_airport,4.572,0,738,1236
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,CCS,Maiquetía Simón Bolívar International Airport,Maiquetía,VE,10.602214,-66.991174,South America,large_airport,71.3232,0,757 763 738,2194
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,CDG,Charles de Gaulle International Airport,"Paris (Roissy-en-France, Val-d'Oise)",FR,49.00896,2.554117,Europe,large_airport,119.4816,0,763,7372
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,CHS,Charleston International Airport,Charleston,US,32.896159,-80.038151,North America,large_airport,14.020800000000001,0,ER4,790
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,CLE,Cleveland Hopkins International Airport,Cleveland,US,41.411701,-81.8498,North America,large_airport,241.0968,0,ER4,1742
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,CLO,Alfonso Bonilla Aragon International Airport,Cali,CO,3.542717,-76.381898,South America,large_airport,963.7776,0,738,2509
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,CLT,Charlotte Douglas International Airport,Charlotte,US,35.2140007,-80.94309998,North America,large_airport,227.99040000000002,0,319 321 320 737,1049
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,CMH,John Glenn Columbus International Airport,Columbus,US,39.998001,-82.891899,North America,large_airport,248.412,0,ER4,1598
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,CNF,Tancredo Neves International Airport,Belo Horizonte,BR,-19.63571,-43.966928,South America,large_airport,829.3608,0,763,6396
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,CUN,Cancún International Airport,Cancún,MX,21.040817,-86.87347,North America,large_airport,6.7056000000000004,0,738 757,855
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,CUR,Hato International Airport,Willemstad,CW,12.1889,-68.959801,North America,large_airport,8.8392,0,738,1923
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,CVG,Cincinnati Northern Kentucky International Airport,Cincinnati / Covington,US,39.048801,-84.667801,North America,large_airport,273.1008,0,ER4,1529
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,CWB,Curitiba-Afonso Pena International Airport,Curitiba,BR,-25.5285,-49.1758,South America,large_airport,910.7424000000001,0,763,6612
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,CZM,Cozumel International Airport,Cozumel,MX,20.514922,-86.928538,North America,large_airport,4.572,0,738,897
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,DCA,Ronald Reagan Washington National Airport,Washington,US,38.8521,-77.037697,North America,large_airport,4.572,0,738,1483
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,DEN,Denver International Airport,Denver,US,39.860027,-104.673792,North America,large_airport,1655.3688000000002,0,738,2749
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,US,32.896801,-97.038002,North America,large_airport,185.0136,0,738 757,1802
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,DTW,Detroit Metropolitan Wayne County Airport,Detroit,US,42.21377,-83.353786,North America,large_airport,196.596,0,738,1847
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,DUS,Düsseldorf Airport,Düsseldorf,DE,51.289501,6.76678,Europe,large_airport,44.805600000000005,0,330,7603
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,ELH,North Eleuthera Airport,North Eleuthera,BS,25.475823,-76.680784,North America,medium_airport,3.9624,0,ER4,364
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,EWR,Newark Liberty International Airport,Newark,US,40.6894,-74.170545,North America,large_airport,5.486400000000001,0,738 757,1750
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,EYW,Key West International Airport,Key West,US,24.556119,-81.759579,North America,medium_airport,0.9144000000000001,0,ERD,202
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,EZE,Ezeiza International Airport - Ministro Pistarini,Buenos Aires (Ezeiza),AR,-34.8222,-58.5358,South America,large_airport,20.4216,0,777,7119
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,FDF,Martinique Aimé Césaire International Airport,Fort-de-France,MQ,14.591,-61.003201,North America,large_airport,4.8768,0,738,2362
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,FPO,Grand Bahama International Airport,Freeport,BS,26.557996,-78.695583,North America,large_airport,2.1336,0,ER4 ERD,180
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,GCM,Owen Roberts International Airport,George Town,KY,19.292801,-81.357697,North America,large_airport,2.4384,0,738,731
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,GGT,Exuma International Airport,Moss Town,BS,23.562599,-75.877998,North America,medium_airport,2.7432000000000003,0,ER4,510
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,GIG,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,BR,-22.809999,-43.250557,South America,large_airport,8.5344,0,763,6717
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,GND,Maurice Bishop International Airport,Saint George's,GD,12.003996,-61.785302,North America,large_airport,12.4968,0,738,2472
AA,American Airlines,AMERICAN,United States,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,North America,large_airport,2.4384,GNV,Gainesville Regional Airport,Gainesville,US,29.69009972,-82.27179718,North America,medium_airport,46.3296,0,ER4,475
